joueurId(Number);tour(Number);texteCoordCase(String);natureFond(String);bathymetrie(String);estEnregistre(Boolean);estMemorise(Boolean);type(Symbol)
2;3;41°39',10°11';rocher;cote;false;false;Plaisancier
1;3;41°16',10°14';vase;cote;true;false;Plaisancier
2;3;41°45',10°11';rocher;cote;false;false;Plaisancier
2;3;41°48',10°11';rocher;cote;false;false;Plaisancier
2;3;41°45',10°8';rocher;cote;false;false;Plaisancier
2;3;41°48',10°14';rocher;cote;false;false;Dauphin
2;3;41°51',10°8';rocher;cote;false;false;Plaisancier
2;3;41°57',10°14';rocher;cote;false;false;Dauphin
2;3;41°54',10°8';rocher;cote;false;false;Plaisancier
2;3;42°0',10°8';rocher;cote;false;false;Plaisancier
1;3;41°5',10°38';vase;plateau;true;false;NavireEspagnol
1;3;41°2',10°35';vase;plateau;true;false;FouDeBassan
1;3;41°5',10°26';vase;plateau;true;false;FouDeBassan
1;3;40°59',10°38';vase;plateau;true;false;FouDeBassan
2;3;41°57',10°5';rocher;cote;false;false;Plaisancier
1;3;40°59',10°53';vase;plateau;true;false;NavireEspagnol
1;3;41°2',10°53';rocher;plateau;true;false;NavireEspagnol
2;3;41°39',10°23';vase;plateau;false;false;Dauphin
1;3;41°13',10°14';vase;cote;true;false;Plaisancier
1;3;41°10',10°14';vase;cote;true;false;Plaisancier
1;3;41°13',10°11';sable;cote;true;false;Plaisancier
1;3;41°8',10°14';sable;cote;true;false;Plaisancier
1;3;41°16',10°8';sable;cote;true;false;Plaisancier
2;4;41°28',10°8';sable;cote;false;false;FouDeBassan
2;4;41°25',10°11';vase;cote;false;false;Plaisancier
2;4;41°22',10°8';sable;cote;false;false;Plaisancier
2;4;41°25',10°5';sable;cote;false;false;Plaisancier
2;4;41°25',10°14';vase;cote;false;false;FouDeBassan
2;4;41°19',10°8';sable;cote;false;false;Plaisancier
2;4;41°16',10°8';sable;cote;false;false;Plaisancier
2;4;41°16',10°8';sable;cote;false;false;FouDeBassan
2;4;41°13',10°11';sable;cote;false;false;Plaisancier
2;4;41°13',10°14';vase;cote;false;false;Plaisancier
1;4;41°25',10°11';vase;cote;true;false;Plaisancier
1;4;41°22',10°8';sable;cote;true;false;Plaisancier
1;4;41°25',10°5';sable;cote;true;false;Plaisancier
1;4;41°28',10°8';sable;cote;true;false;FouDeBassan
1;4;41°25',10°14';vase;cote;true;false;FouDeBassan
1;4;41°30',10°17';vase;cote;true;false;Plaisancier
1;4;41°30',10°17';vase;cote;true;false;NavireCommerce
1;4;41°25',10°17';vase;cote;true;false;FouDeBassan
1;4;41°25',10°20';vase;plateau;true;false;NavireCommerce
1;4;41°30',10°26';vase;plateau;true;false;FouDeBassan
1;4;41°28',10°29';vase;plateau;true;false;FouDeBassan
1;4;41°16',10°44';vase;plateau;true;false;Tortue
1;4;41°10',10°38';vase;plateau;true;false;FouDeBassan
1;4;41°10',10°41';vase;plateau;true;false;Dauphin
1;4;41°10',10°53';vase;plateau;true;false;FouDeBassan
1;4;41°25',10°53';sable;plateau;true;false;FouDeBassan
1;4;41°22',10°50';sable;plateau;true;false;Plaisancier
1;4;41°10',10°32';vase;plateau;true;false;FouDeBassan
1;4;41°2',10°29';vase;plateau;true;false;FouDeBassan
1;4;40°56',10°35';vase;plateau;true;false;FouDeBassan
1;4;41°2',10°14';sable;cote;true;false;Plaisancier
1;4;41°10',10°20';vase;cote;true;false;Plaisancier
1;4;41°10',10°14';vase;cote;true;false;Plaisancier
1;4;41°13',10°14';vase;cote;true;false;Plaisancier
1;4;41°19',10°8';sable;cote;true;false;Plaisancier
1;5;41°33',10°8';sable;cote;false;false;Plaisancier
1;5;41°30',10°11';vase;cote;false;false;Dauphin
1;5;41°30',10°5';sable;cote;false;false;Plaisancier
1;5;41°28',10°8';sable;cote;false;false;Plaisancier
2;5;41°33',10°8';sable;cote;true;false;Plaisancier
2;5;41°30',10°11';vase;cote;true;false;Dauphin
2;5;41°28',10°8';sable;cote;true;false;Plaisancier
1;5;41°25',10°17';vase;cote;false;false;NavireCommerce
2;5;41°30',10°5';sable;cote;true;false;Plaisancier
2;5;41°36',10°8';rocher;cote;true;false;Plaisancier
1;5;41°16',10°11';sable;cote;false;false;Plaisancier
1;5;41°22',10°5';sable;cote;false;false;Plaisancier
2;5;41°39',10°8';rocher;cote;true;false;Plaisancier
2;5;41°39',10°11';rocher;cote;true;false;Plaisancier
2;5;41°45',10°8';rocher;cote;true;false;Plaisancier
2;5;41°42',10°11';rocher;cote;true;false;Plaisancier
2;5;41°48',10°8';rocher;cote;true;false;Plaisancier
2;5;41°45',10°11';rocher;cote;true;false;Plaisancier
1;5;41°13',10°20';vase;cote;false;false;FouDeBassan
2;5;41°51',10°8';rocher;cote;true;false;Plaisancier
2;5;41°48',10°11';rocher;cote;true;false;Plaisancier
2;5;41°48',10°14';rocher;cote;true;false;Plaisancier
2;5;41°48',10°14';rocher;cote;true;false;FouDeBassan
1;5;40°59',10°50';vase;plateau;false;false;Dauphin
1;5;40°50',10°56';rocher;plateau;false;false;FouDeBassan
2;5;41°45',10°20';rocher;cote;true;false;Plaisancier
2;5;41°45',10°23';rocher;plateau;true;false;Dauphin
1;5;41°10',10°14';vase;cote;false;false;Plaisancier
1;5;41°13',10°11';sable;cote;false;false;Plaisancier
1;5;41°16',10°8';sable;cote;false;false;Plaisancier
1;6;41°30',10°8';sable;cote;true;false;Dauphin
1;6;41°28',10°5';sable;cote;true;false;Plaisancier
1;6;41°33',10°8';sable;cote;true;false;Plaisancier
1;6;41°30',10°11';vase;cote;true;false;Dauphin
1;6;41°30',10°5';sable;cote;true;false;Plaisancier
1;6;41°25',10°5';sable;cote;true;false;Plaisancier
2;6;41°30',10°8';sable;cote;true;false;Dauphin
2;6;41°28',10°5';sable;cote;true;false;Plaisancier
2;6;41°33',10°8';sable;cote;true;false;Plaisancier
2;6;41°30',10°11';vase;cote;true;false;Dauphin
2;6;41°30',10°5';sable;cote;true;false;Plaisancier
2;6;41°25',10°5';sable;cote;true;false;Plaisancier
1;6;41°33',10°11';vase;cote;true;false;NavireCommerce
1;6;41°28',10°17';vase;cote;true;false;Plaisancier
2;6;41°19',10°8';sable;cote;true;false;Plaisancier
2;6;41°16',10°11';sable;cote;true;false;Plaisancier
1;6;41°22',10°38';vase;plateau;true;false;Dauphin
1;6;41°22',10°44';sable;plateau;true;false;Dauphin
1;6;41°16',10°44';vase;plateau;true;false;FouDeBassan
1;6;41°16',10°47';vase;plateau;true;false;FouDeBassan
1;6;41°22',10°56';vase;plateau;true;false;FouDeBassan
1;6;41°22',10°59';vase;plateau;true;false;FouDeBassan
1;6;41°10',11°5';rocher;plateau;true;false;FouDeBassan
1;6;41°13',11°14';vase;plateau;true;false;Dauphin
1;6;41°2',11°14';rocher;plateau;true;false;Dauphin
1;6;41°2',11°20';vase;plateau;true;false;Dauphin
2;6;41°28',10°17';vase;cote;true;false;Plaisancier
1;6;41°5',11°23';vase;plateau;true;false;FouDeBassan
1;6;41°13',11°20';vase;plateau;true;false;FouDeBassan
2;6;41°33',10°11';vase;cote;true;false;NavireCommerce
1;6;41°22',11°14';vase;plateau;true;false;FouDeBassan
2;6;41°36',10°11';rocher;cote;true;false;Plaisancier
1;6;41°25',11°14';vase;plateau;true;false;FouDeBassan
1;6;41°28',11°11';vase;plateau;true;false;Dauphin
1;6;41°36',11°5';vase;plateau;true;false;Dauphin
1;6;41°33',11°2';vase;plateau;true;false;FouDeBassan
1;6;41°25',11°5';vase;plateau;true;false;FouDeBassan
1;6;41°39',10°53';sable;plateau;true;false;Marsouin
1;6;41°51',10°44';vase;plateau;true;false;Dauphin
2;6;41°36',10°8';rocher;cote;true;false;Plaisancier
2;6;41°33',10°5';sable;cote;true;false;Plaisancier
1;6;41°57',10°47';vase;plateau;true;false;FouDeBassan
1;6;41°54',10°41';vase;plateau;true;false;FouDeBassan
1;6;41°54',10°32';vase;plateau;true;false;Dauphin
1;6;41°42',10°32';vase;plateau;true;false;FouDeBassan
1;6;41°36',10°23';vase;plateau;true;false;FouDeBassan
1;6;41°36',10°14';rocher;cote;true;false;NavireCommerce
1;6;41°36',10°11';rocher;cote;true;false;Plaisancier
1;6;41°36',10°8';rocher;cote;true;false;Plaisancier
1;6;41°33',10°5';sable;cote;true;false;Plaisancier
1;7;41°30',10°5';sable;cote;true;false;Plaisancier
1;7;41°22',10°8';sable;cote;true;false;Plaisancier
1;7;41°25',10°5';sable;cote;true;false;FouDeBassan
2;7;41°25',10°5';sable;cote;true;false;FouDeBassan
1;7;41°33',10°11';vase;cote;true;false;Plaisancier
2;7;41°30',10°5';sable;cote;true;false;Plaisancier
2;7;41°36',10°8';rocher;cote;true;false;Plaisancier
2;7;41°33',10°11';vase;cote;true;false;Plaisancier
2;7;41°39',10°8';rocher;cote;true;false;Plaisancier
2;7;41°42',10°8';rocher;cote;true;false;Plaisancier
2;7;41°39',10°14';rocher;cote;true;false;FouDeBassan
1;7;41°33',10°23';vase;plateau;true;false;Dauphin
2;7;41°48',10°8';rocher;cote;true;false;Plaisancier
2;7;41°48',10°11';rocher;cote;true;false;Plaisancier
1;7;41°22',10°41';vase;plateau;true;false;NavireCommerce
1;7;41°22',10°44';sable;plateau;true;false;NavireCommerce
1;7;41°30',10°50';sable;plateau;true;false;FouDeBassan
1;7;41°30',11°14';vase;plateau;true;false;FouDeBassan
1;7;41°22',11°14';vase;plateau;true;false;FouDeBassan
1;7;41°22',11°20';vase;plateau;true;false;Dauphin
1;7;41°22',11°23';vase;plateau;true;false;FouDeBassan
1;7;41°30',11°44';sable;plateau;true;false;NavireEspagnol
1;7;41°25',11°47';vase;plateau;true;false;FouDeBassan
1;7;41°33',12°2';sable;plateau;true;false;Dauphin
2;7;41°36',10°17';rocher;cote;true;false;Dauphin
2;7;41°39',10°23';vase;plateau;true;false;FouDeBassan
1;7;41°19',11°26';vase;plateau;true;false;Dauphin
1;7;41°13',11°29';vase;plateau;true;false;NavireCommerce
1;7;41°8',11°23';vase;plateau;true;false;Dauphin
1;7;41°8',11°23';vase;plateau;true;false;FouDeBassan
1;7;41°2',11°14';rocher;plateau;true;false;FouDeBassan
1;7;40°53',11°17';vase;plateau;true;false;Marsouin
1;7;40°56',10°59';rocher;plateau;true;false;NavireEspagnol
2;7;41°33',10°23';vase;plateau;true;false;Dauphin
1;7;41°5',10°56';rocher;plateau;true;false;NavireEspagnol
1;7;41°2',10°50';vase;plateau;true;false;Dauphin
1;7;40°53',10°38';vase;plateau;true;false;FouDeBassan
1;7;40°53',10°32';vase;plateau;true;false;Dauphin
1;7;40°56',10°23';vase;plateau;true;false;FouDeBassan
1;7;40°59',10°17';sable;cote;true;false;Plaisancier
1;7;40°56',10°14';sable;cote;true;false;Plaisancier
1;7;40°53',10°14';sable;cote;true;false;Plaisancier
1;7;40°50',10°14';sable;cote;true;false;Plaisancier
1;7;40°53',10°11';sable;cote;true;false;Plaisancier
1;7;40°53',10°11';sable;cote;true;false;FouDeBassan
1;7;40°59',10°11';sable;cote;true;false;Plaisancier
1;7;41°2',10°11';sable;cote;true;false;Plaisancier
1;7;41°5',10°11';sable;cote;true;false;Plaisancier
1;7;41°10',10°14';vase;cote;true;false;Plaisancier
1;7;41°13',10°14';vase;cote;true;false;Plaisancier
1;7;41°10',10°11';sable;cote;true;false;Plaisancier
1;7;41°13',10°11';sable;cote;true;false;Plaisancier
1;7;41°19',10°14';vase;cote;true;false;NavireCommerce
1;7;41°16',10°11';sable;cote;true;false;Plaisancier
1;7;41°19',10°11';sable;cote;true;false;Plaisancier
1;7;41°16',10°8';sable;cote;true;false;Plaisancier
1;7;41°19',10°8';sable;cote;true;false;Plaisancier
1;7;41°22',10°5';sable;cote;true;false;Plaisancier
2;8;41°28',10°5';sable;cote;true;false;FouDeBassan
2;8;41°25',10°8';sable;cote;true;false;Plaisancier
2;8;41°22',10°5';sable;cote;true;false;Plaisancier
2;8;41°30',10°5';sable;cote;true;false;Plaisancier
2;8;41°22',10°11';vase;cote;true;false;FouDeBassan
2;8;41°22',10°14';vase;cote;true;false;Plaisancier
2;8;41°16',10°8';sable;cote;true;false;Plaisancier
2;8;41°13',10°14';vase;cote;true;false;Plaisancier
2;8;41°10',10°11';sable;cote;true;false;Plaisancier
2;8;41°13',10°17';vase;cote;true;false;FouDeBassan
2;8;41°10',10°14';vase;cote;true;false;Plaisancier
2;8;41°8',10°14';sable;cote;true;false;Plaisancier
2;8;41°2',10°11';sable;cote;true;false;Plaisancier
2;8;40°59',10°14';sable;cote;true;false;Plaisancier
2;8;40°56',10°14';sable;cote;true;false;Plaisancier
2;8;40°56',10°14';sable;cote;true;false;Dauphin
1;8;41°28',10°5';sable;cote;true;false;FouDeBassan
1;8;41°25',10°8';sable;cote;true;false;Plaisancier
1;8;41°22',10°5';sable;cote;true;false;Plaisancier
1;8;41°30',10°5';sable;cote;true;false;Plaisancier
1;8;41°22',10°11';vase;cote;true;false;FouDeBassan
1;8;41°22',10°14';vase;cote;true;false;Plaisancier
1;8;41°16',10°8';sable;cote;true;false;Plaisancier
1;8;41°13',10°14';vase;cote;true;false;Plaisancier
1;8;41°10',10°11';sable;cote;true;false;Plaisancier
1;8;41°13',10°17';vase;cote;true;false;FouDeBassan
1;8;41°10',10°14';vase;cote;true;false;Plaisancier
1;8;41°8',10°14';sable;cote;true;false;Plaisancier
1;8;41°2',10°11';sable;cote;true;false;Plaisancier
1;8;40°59',10°14';sable;cote;true;false;Plaisancier
1;8;40°56',10°11';sable;cote;true;false;Plaisancier
1;8;40°56',10°14';sable;cote;true;false;Plaisancier
1;8;40°56',10°14';sable;cote;true;false;Dauphin
1;8;40°53',10°11';sable;cote;true;false;Dauphin
1;8;40°53',10°14';sable;cote;true;false;Plaisancier
1;8;40°50',10°11';sable;cote;true;false;Plaisancier
2;8;41°13',10°20';vase;cote;true;false;Dauphin
1;8;41°16',10°41';vase;plateau;true;false;FouDeBassan
1;8;41°13',10°44';vase;plateau;true;false;FouDeBassan
2;8;41°19',10°20';vase;plateau;true;false;FouDeBassan
1;8;41°25',10°47';sable;plateau;true;false;FouDeBassan
2;8;41°30',10°8';sable;cote;true;false;Plaisancier
1;8;41°22',10°38';vase;plateau;true;false;NavireCommerce
1;8;41°25',10°38';vase;plateau;true;false;NavireCommerce
1;8;41°22',10°35';vase;plateau;true;false;FouDeBassan
1;8;41°16',10°23';vase;plateau;true;false;FouDeBassan
1;8;41°19',10°20';vase;plateau;true;false;FouDeBassan
1;8;41°22',10°20';vase;plateau;true;false;Dauphin
1;8;41°13',10°20';vase;cote;true;false;Dauphin
1;8;41°30',10°8';sable;cote;true;false;Plaisancier
1;9;41°30',10°8';sable;cote;true;false;Plaisancier
1;9;41°25',10°8';sable;cote;true;false;Plaisancier
1;9;41°25',10°5';sable;cote;true;false;Plaisancier
1;9;41°28',10°8';sable;cote;true;false;Plaisancier
1;9;41°25',10°23';vase;plateau;true;false;Dauphin
1;9;41°33',10°26';vase;plateau;true;false;FouDeBassan
1;9;41°30',10°32';vase;plateau;true;false;NavireCommerce
1;9;41°22',10°47';sable;plateau;true;false;Dauphin
1;9;41°10',10°59';rocher;plateau;true;false;FouDeBassan
1;9;40°59',11°8';rocher;plateau;true;false;FouDeBassan
1;9;40°59',11°20';vase;plateau;true;false;FouDeBassan
2;9;41°30',10°8';sable;cote;true;false;Plaisancier
2;9;41°25',10°8';sable;cote;true;false;Plaisancier
2;9;41°25',10°5';sable;cote;true;false;Plaisancier
2;9;41°28',10°8';sable;cote;true;false;Plaisancier
2;9;41°36',10°8';rocher;cote;true;false;Dauphin
2;9;41°33',10°5';sable;cote;true;false;Plaisancier
2;9;41°39',10°11';rocher;cote;true;false;Plaisancier
2;9;41°39',10°8';rocher;cote;true;false;Plaisancier
1;9;40°53',11°44';vase;plateau;true;false;FouDeBassan
1;9;40°56',11°50';vase;plateau;true;false;Plaisancier
1;9;41°5',11°56';vase;plateau;true;false;NavireEspagnol
1;9;40°56',12°2';vase;plateau;true;false;NavireCommerce
1;9;40°53',11°59';vase;plateau;true;false;NavireEspagnol
1;9;40°56',12°14';vase;plateau;true;false;FouDeBassan
1;9;40°50',10°59';rocher;plateau;true;false;FouDeBassan
1;9;40°53',10°53';vase;plateau;true;false;Dauphin
1;9;41°2',10°38';vase;plateau;true;false;FouDeBassan
1;9;41°5',10°35';vase;plateau;true;false;FouDeBassan
1;9;41°5',10°29';vase;plateau;true;false;FouDeBassan
1;9;41°8',10°23';vase;cote;true;false;Plaisancier
1;9;41°19',10°17';vase;cote;true;false;Plaisancier
1;9;41°19',10°17';vase;cote;true;false;FouDeBassan
1;9;41°19',10°14';vase;cote;true;false;Plaisancier
