joueurId(Number);tour(Number);texteCoordCase(String);natureFond(String);bathymetrie(String);estEnregistre(Boolean);estMemorise(Boolean);type(Symbol)
2;2;41°30',10°14';vase;cote;true;true;Plaisancier
2;2;41°28',10°11';vase;cote;true;true;FouDeBassan
2;2;41°42',10°17';rocher;cote;true;true;Plaisancier
2;2;41°36',10°23';vase;plateau;true;true;FouDeBassan
2;2;41°39',10°11';rocher;cote;true;true;Plaisancier
2;2;41°42',10°11';rocher;cote;true;true;Plaisancier
2;2;41°30',10°8';sable;cote;true;true;Plaisancier
2;2;41°33',10°5';sable;cote;true;true;Plaisancier
1;2;41°39',10°11';rocher;cote;false;false;Plaisancier
3;2;41°25',10°14';vase;cote;true;false;FouDeBassan
3;2;41°22',10°11';vase;cote;true;false;FouDeBassan
1;3;41°25',10°8';sable;cote;false;false;Plaisancier
1;3;41°25',10°8';sable;cote;false;false;NavireCommerce
1;3;41°30',10°5';sable;cote;false;false;Plaisancier
1;3;41°22',10°8';sable;cote;false;false;Plaisancier
2;3;41°33',10°5';sable;cote;true;false;Plaisancier
2;3;41°30',10°8';sable;cote;true;false;Plaisancier
2;3;41°25',10°5';sable;cote;true;false;Plaisancier
3;3;41°30',10°8';sable;cote;true;false;Plaisancier
3;3;41°28',10°11';vase;cote;true;false;Marsouin
3;3;41°25',10°8';sable;cote;true;false;Plaisancier
3;3;41°25',10°8';sable;cote;true;false;NavireCommerce
3;3;41°30',10°5';sable;cote;true;false;Plaisancier
3;3;41°22',10°8';sable;cote;true;false;Plaisancier
3;3;41°25',10°5';sable;cote;true;false;Plaisancier
1;3;41°25',10°5';sable;cote;false;false;Plaisancier
2;3;41°30',10°5';sable;cote;true;false;Plaisancier
2;3;41°36',10°8';rocher;cote;true;false;Plaisancier
3;3;41°25',10°14';vase;cote;true;false;NavireCommerce
1;3;41°16',10°8';sable;cote;false;false;NavireCommerce
2;3;41°39',10°8';rocher;cote;true;false;Plaisancier
2;3;41°36',10°11';rocher;cote;true;false;Plaisancier
3;3;41°25',10°17';vase;cote;true;false;NavireCommerce
1;3;41°16',10°11';sable;cote;false;false;Plaisancier
2;3;41°42',10°8';rocher;cote;true;false;Plaisancier
3;3;41°28',10°23';vase;plateau;true;false;NavireCommerce
1;3;41°16',10°14';vase;cote;false;false;Plaisancier
1;3;41°13',10°11';sable;cote;false;false;Plaisancier
2;3;41°45',10°8';rocher;cote;true;false;Plaisancier
2;3;41°51',10°8';rocher;cote;true;false;Plaisancier
2;3;41°48',10°11';rocher;cote;true;false;Plaisancier
2;3;41°54',10°8';rocher;cote;true;false;Plaisancier
2;3;41°57',10°8';rocher;cote;true;false;Plaisancier
2;3;41°54',10°11';rocher;cote;true;false;Plaisancier
2;3;42°0',10°8';rocher;cote;true;false;Plaisancier
2;3;41°57',10°5';rocher;cote;true;false;Plaisancier
2;3;42°0',10°11';rocher;cote;true;false;Plaisancier
3;3;41°36',10°35';vase;plateau;true;false;Dauphin
3;3;41°33',10°38';vase;plateau;true;false;FouDeBassan
2;3;41°57',10°17';rocher;cote;true;false;FouDeBassan
1;3;41°2',10°14';sable;cote;false;false;Plaisancier
1;3;41°28',10°11';vase;cote;false;false;Marsouin
1;3;41°25',10°14';vase;cote;false;false;NavireCommerce
1;3;41°25',10°17';vase;cote;false;false;NavireCommerce
1;3;41°30',10°8';sable;cote;false;false;Plaisancier
2;3;42°0',10°5';rocher;cote;true;false;Plaisancier
2;3;42°3',10°5';rocher;cote;true;false;Plaisancier
3;3;41°48',10°44';vase;plateau;true;false;FouDeBassan
3;3;41°39',10°29';vase;plateau;true;false;FouDeBassan
3;3;41°36',10°23';vase;plateau;true;false;FouDeBassan
3;3;41°36',10°17';rocher;cote;true;false;NavireCommerce
3;3;41°39',10°17';rocher;cote;true;false;Plaisancier
3;3;41°36',10°11';rocher;cote;true;false;Plaisancier
3;3;41°36',10°8';rocher;cote;true;false;Plaisancier
3;3;41°39',10°8';rocher;cote;true;false;Plaisancier
3;3;41°33',10°5';sable;cote;true;false;Plaisancier
2;4;41°22',10°5';sable;cote;true;false;Plaisancier
2;4;41°28',10°8';sable;cote;true;false;Plaisancier
2;4;41°22',10°8';sable;cote;true;false;Plaisancier
3;4;41°28',10°11';vase;cote;true;true;FouDeBassan
3;4;41°22',10°8';sable;cote;true;true;Plaisancier
3;4;41°25',10°5';sable;cote;true;true;Plaisancier
2;4;41°25',10°5';sable;cote;true;false;Plaisancier
2;4;41°28',10°11';vase;cote;true;false;FouDeBassan
2;4;41°25',10°14';vase;cote;true;false;FouDeBassan
3;4;41°28',10°8';sable;cote;true;true;Plaisancier
3;4;41°25',10°14';vase;cote;true;true;FouDeBassan
2;4;41°19',10°11';sable;cote;true;false;Plaisancier
2;4;41°16',10°8';sable;cote;true;false;Plaisancier
3;4;41°25',10°23';vase;plateau;true;true;Dauphin
3;4;41°33',10°23';vase;plateau;true;true;NavireCommerce
3;4;41°25',10°29';vase;plateau;true;true;FouDeBassan
3;4;41°25',10°41';vase;plateau;true;true;Dauphin
3;4;41°25',10°41';vase;plateau;true;true;FouDeBassan
1;4;41°22',10°5';sable;cote;false;false;Plaisancier
1;4;41°28',10°8';sable;cote;false;false;Plaisancier
1;4;41°22',10°8';sable;cote;false;false;Plaisancier
1;4;41°25',10°5';sable;cote;false;false;Plaisancier
1;4;41°19',10°11';sable;cote;false;false;Plaisancier
1;4;41°16',10°8';sable;cote;false;false;Plaisancier
3;4;41°22',10°53';vase;plateau;true;true;Dauphin
3;4;41°25',11°2';vase;plateau;true;true;FouDeBassan
1;4;41°13',10°14';vase;cote;false;false;FouDeBassan
1;4;41°10',10°11';sable;cote;false;false;Plaisancier
3;4;41°30',11°5';vase;plateau;true;true;FouDeBassan
1;4;41°10',10°14';vase;cote;false;false;Plaisancier
1;4;41°8',10°11';sable;cote;false;false;FouDeBassan
1;4;41°8',10°14';sable;cote;false;false;Plaisancier
1;4;41°8',10°14';sable;cote;false;false;FouDeBassan
1;4;41°5',10°11';sable;cote;false;false;Plaisancier
1;4;41°5',10°14';sable;cote;false;false;Plaisancier
1;4;41°2',10°14';sable;cote;false;false;Plaisancier
1;4;41°2',10°17';sable;cote;false;false;Plaisancier
1;4;40°59',10°14';sable;cote;false;false;Plaisancier
1;4;41°2',10°20';vase;cote;false;false;Plaisancier
3;4;41°36',11°17';vase;plateau;true;true;Dauphin
1;4;41°2',10°23';vase;cote;false;false;FouDeBassan
3;4;41°36',11°20';vase;plateau;true;true;NavireCommerce
3;4;41°25',11°20';vase;plateau;true;true;Dauphin
3;4;41°39',11°29';vase;plateau;true;true;NavireCommerce
3;4;41°39',11°29';vase;plateau;true;true;FouDeBassan
3;4;41°42',11°38';sable;plateau;true;true;NavireCommerce
1;4;40°56',10°14';sable;cote;false;false;Plaisancier
3;4;41°39',11°38';sable;plateau;true;true;Dauphin
3;4;41°39',11°38';sable;plateau;true;true;FouDeBassan
2;4;41°13',10°14';vase;cote;true;false;FouDeBassan
2;4;41°10',10°11';sable;cote;true;false;Plaisancier
2;4;41°10',10°14';vase;cote;true;false;Plaisancier
2;4;41°8',10°11';sable;cote;true;false;FouDeBassan
1;4;41°13',10°20';vase;cote;false;false;FouDeBassan
3;4;41°39',11°14';vase;plateau;true;true;Dauphin
1;4;41°28',10°11';vase;cote;false;false;FouDeBassan
1;4;41°25',10°14';vase;cote;false;false;FouDeBassan
3;4;41°42',11°11';vase;plateau;true;true;Dauphin
3;4;41°42',11°5';vase;plateau;true;true;FouDeBassan
3;4;41°42',10°59';vase;plateau;true;true;Dauphin
3;4;41°36',10°44';vase;plateau;true;true;Dauphin
3;4;41°36',10°44';vase;plateau;true;true;FouDeBassan
3;4;41°36',10°26';vase;plateau;true;true;Dauphin
3;5;41°30',10°8';sable;cote;true;false;Plaisancier
3;5;41°30',10°8';sable;cote;true;false;NavireCommerce
3;5;41°25',10°8';sable;cote;true;false;Plaisancier
3;5;41°28',10°5';sable;cote;true;false;Plaisancier
3;5;41°30',10°5';sable;cote;true;false;Plaisancier
3;5;41°22',10°8';sable;cote;true;false;Plaisancier
3;5;41°28',10°8';sable;cote;true;false;Plaisancier
3;5;41°28',10°17';vase;cote;true;false;FouDeBassan
3;5;41°22',10°17';vase;cote;true;false;Plaisancier
3;5;41°25',10°23';vase;plateau;true;false;NavireCommerce
3;5;41°22',10°20';vase;plateau;true;false;FouDeBassan
3;5;41°30',10°32';vase;plateau;true;false;FouDeBassan
3;5;41°33',10°32';vase;plateau;true;false;Dauphin
3;5;41°22',10°35';vase;plateau;true;false;FouDeBassan
2;5;41°28',10°5';sable;cote;true;false;Plaisancier
2;5;41°25',10°8';sable;cote;true;false;Plaisancier
2;5;41°30',10°5';sable;cote;true;false;Plaisancier
2;5;41°28',10°8';sable;cote;true;false;Plaisancier
2;5;41°22',10°8';sable;cote;true;false;Plaisancier
3;5;41°25',10°50';sable;plateau;true;false;FouDeBassan
2;5;41°19',10°8';sable;cote;true;false;Plaisancier
3;5;41°33',10°50';sable;plateau;true;false;FouDeBassan
3;5;41°30',10°56';vase;plateau;true;false;FouDeBassan
1;5;41°30',10°8';sable;cote;false;false;Plaisancier
1;5;41°30',10°8';sable;cote;false;false;NavireCommerce
1;5;41°25',10°8';sable;cote;false;false;Plaisancier
1;5;41°28',10°5';sable;cote;false;false;Plaisancier
1;5;41°30',10°5';sable;cote;false;false;Plaisancier
1;5;41°22',10°8';sable;cote;false;false;Plaisancier
1;5;41°28',10°8';sable;cote;false;false;Plaisancier
1;5;41°28',10°17';vase;cote;false;false;FouDeBassan
2;5;41°5',10°11';sable;cote;true;false;Plaisancier
1;5;41°22',10°17';vase;cote;false;false;Plaisancier
2;5;41°5',10°14';sable;cote;true;false;Plaisancier
2;5;41°22',10°17';vase;cote;true;false;Plaisancier
2;5;41°30',10°8';sable;cote;true;false;Plaisancier
2;5;41°30',10°8';sable;cote;true;false;NavireCommerce
3;5;41°36',11°17';vase;plateau;true;false;NavireCommerce
3;5;41°36',11°11';vase;plateau;true;false;Dauphin
3;5;41°39',11°5';vase;plateau;true;false;NavireCommerce
3;5;41°36',10°50';sable;plateau;true;false;FouDeBassan
3;5;41°39',10°38';vase;plateau;true;false;FouDeBassan
1;5;41°36',10°11';rocher;cote;false;false;Plaisancier
1;5;41°36',10°8';rocher;cote;false;false;Plaisancier
1;5;41°33',10°5';sable;cote;false;false;Plaisancier
1;5;41°33',10°5';sable;cote;false;false;NavireCommerce
1;5;41°39',10°8';rocher;cote;false;false;Plaisancier
3;5;41°36',10°11';rocher;cote;true;false;Plaisancier
2;6;41°22',10°5';sable;cote;true;false;Plaisancier
2;6;41°30',10°5';sable;cote;true;false;Plaisancier
2;6;41°30',10°5';sable;cote;true;false;FouDeBassan
2;6;41°28',10°8';sable;cote;true;false;Plaisancier
2;6;41°28',10°8';sable;cote;true;false;Dauphin
2;6;41°22',10°8';sable;cote;true;false;Plaisancier
2;6;41°22',10°8';sable;cote;true;false;FouDeBassan
2;6;41°25',10°5';sable;cote;true;false;Plaisancier
2;6;41°19',10°8';sable;cote;true;false;NavireCommerce
2;6;41°19',10°11';sable;cote;true;false;Plaisancier
2;6;41°16',10°8';sable;cote;true;false;Plaisancier
3;6;41°30',10°8';sable;cote;true;true;NavireCommerce
3;6;41°28',10°11';vase;cote;true;true;NavireCommerce
3;6;41°33',10°8';sable;cote;true;true;Plaisancier
3;6;41°30',10°5';sable;cote;true;true;Plaisancier
3;6;41°30',10°5';sable;cote;true;true;FouDeBassan
3;6;41°28',10°14';vase;cote;true;true;NavireCommerce
3;6;41°22',10°8';sable;cote;true;true;Plaisancier
3;6;41°22',10°8';sable;cote;true;true;FouDeBassan
3;6;41°25',10°5';sable;cote;true;true;Plaisancier
2;6;41°19',10°14';vase;cote;true;false;Plaisancier
2;6;41°16',10°11';sable;cote;true;false;Plaisancier
2;6;41°16',10°11';sable;cote;true;false;FouDeBassan
3;6;41°28',10°8';sable;cote;true;true;Plaisancier
3;6;41°28',10°8';sable;cote;true;true;Dauphin
3;6;41°28',10°17';vase;cote;true;true;NavireCommerce
2;6;41°16',10°14';vase;cote;true;false;FouDeBassan
3;6;41°33',10°14';vase;cote;true;true;Dauphin
3;6;41°25',10°20';vase;plateau;true;true;NavireCommerce
3;6;41°22',10°17';vase;cote;true;true;Dauphin
2;6;41°10',10°14';vase;cote;true;false;Plaisancier
2;6;41°5',10°11';sable;cote;true;false;Plaisancier
3;6;41°28',10°29';vase;plateau;true;true;FouDeBassan
2;6;41°2',10°11';sable;cote;true;false;Plaisancier
2;6;40°59',10°14';sable;cote;true;false;Plaisancier
2;6;40°56',10°11';sable;cote;true;false;Plaisancier
2;6;40°53',10°14';sable;cote;true;false;Plaisancier
2;6;40°50',10°14';sable;cote;true;false;Plaisancier
3;6;41°13',10°38';vase;plateau;true;true;FouDeBassan
3;6;41°22',10°47';sable;plateau;true;true;FouDeBassan
3;6;41°22',10°53';vase;plateau;true;true;FouDeBassan
3;6;41°19',10°56';vase;plateau;true;true;FouDeBassan
3;6;41°16',10°59';vase;plateau;true;true;Dauphin
3;6;41°10',10°56';vase;plateau;true;true;Dauphin
3;6;41°8',10°56';rocher;plateau;true;true;FouDeBassan
3;6;41°10',11°2';rocher;plateau;true;true;FouDeBassan
3;6;41°5',10°59';rocher;plateau;true;true;Dauphin
3;6;41°5',10°59';rocher;plateau;true;true;FouDeBassan
3;6;41°5',11°2';rocher;plateau;true;true;FouDeBassan
1;6;41°30',10°8';sable;cote;false;false;NavireCommerce
1;6;41°28',10°11';vase;cote;false;false;NavireCommerce
1;6;41°33',10°8';sable;cote;false;false;Plaisancier
1;6;41°30',10°5';sable;cote;false;false;Plaisancier
1;6;41°30',10°5';sable;cote;false;false;FouDeBassan
1;6;41°28',10°14';vase;cote;false;false;NavireCommerce
1;6;41°22',10°8';sable;cote;false;false;Plaisancier
1;6;41°22',10°8';sable;cote;false;false;FouDeBassan
1;6;41°25',10°5';sable;cote;false;false;Plaisancier
1;6;41°28',10°8';sable;cote;false;false;Plaisancier
1;6;41°28',10°8';sable;cote;false;false;Dauphin
1;6;41°28',10°17';vase;cote;false;false;NavireCommerce
1;6;41°33',10°14';vase;cote;false;false;Dauphin
1;6;41°25',10°20';vase;plateau;false;false;NavireCommerce
1;6;41°22',10°17';vase;cote;false;false;Dauphin
2;6;41°19',10°17';vase;cote;true;false;Dauphin
1;6;41°39',10°8';rocher;cote;false;false;Plaisancier
2;6;41°28',10°11';vase;cote;true;false;NavireCommerce
2;6;41°22',10°17';vase;cote;true;false;Dauphin
3;6;41°13',10°20';vase;cote;true;true;Dauphin
2;6;41°30',10°8';sable;cote;true;false;NavireCommerce
3;6;41°19',10°17';vase;cote;true;true;Dauphin
3;6;41°16',10°14';vase;cote;true;true;FouDeBassan
2;6;41°33',10°8';sable;cote;true;false;Plaisancier
2;6;41°28',10°14';vase;cote;true;false;NavireCommerce
3;6;41°19',10°14';vase;cote;true;true;Plaisancier
3;6;41°16',10°11';sable;cote;true;true;Plaisancier
3;6;41°16',10°11';sable;cote;true;true;FouDeBassan
3;6;41°19',10°11';sable;cote;true;true;Plaisancier
3;6;41°10',10°14';vase;cote;true;true;Plaisancier
3;6;41°16',10°8';sable;cote;true;true;Plaisancier
3;6;41°19',10°8';sable;cote;true;true;NavireCommerce
3;6;41°22',10°5';sable;cote;true;true;Plaisancier
1;6;41°39',10°11';rocher;cote;false;false;Dauphin
2;7;41°33',10°5';sable;cote;false;false;Plaisancier
2;7;41°33',10°5';sable;cote;false;false;NavireCommerce
2;7;41°30',10°8';sable;cote;false;false;Plaisancier
2;7;41°25',10°5';sable;cote;false;false;Plaisancier
3;7;41°30',10°8';sable;cote;true;false;Plaisancier
3;7;41°25',10°8';sable;cote;true;false;Plaisancier
3;7;41°30',10°5';sable;cote;true;false;Plaisancier
3;7;41°28',10°14';vase;cote;true;false;NavireCommerce
3;7;41°22',10°8';sable;cote;true;false;Plaisancier
3;7;41°25',10°5';sable;cote;true;false;Plaisancier
2;7;41°30',10°5';sable;cote;false;false;Plaisancier
2;7;41°39',10°11';rocher;cote;false;false;Plaisancier
2;7;41°39',10°11';rocher;cote;false;false;Dauphin
2;7;41°45',10°8';rocher;cote;false;false;Plaisancier
2;7;41°42',10°11';rocher;cote;false;false;Plaisancier
2;7;41°45',10°11';rocher;cote;false;false;Plaisancier
2;7;41°42',10°14';rocher;cote;false;false;Marsouin
2;7;41°48',10°11';rocher;cote;false;false;Plaisancier
3;7;41°33',10°26';vase;plateau;true;false;NavireCommerce
3;7;41°33',10°26';vase;plateau;true;false;Dauphin
2;7;41°54',10°8';rocher;cote;false;false;Plaisancier
2;7;41°51',10°11';rocher;cote;false;false;Plaisancier
3;7;41°30',10°32';vase;plateau;true;false;Dauphin
2;7;41°54',10°11';rocher;cote;false;false;Plaisancier
3;7;41°25',10°38';vase;plateau;true;false;FouDeBassan
2;7;41°57',10°17';rocher;cote;false;false;Plaisancier
3;7;41°33',10°41';vase;plateau;true;false;FouDeBassan
1;7;41°30',10°8';sable;cote;false;false;Plaisancier
1;7;41°25',10°8';sable;cote;false;false;Plaisancier
1;7;41°30',10°5';sable;cote;false;false;Plaisancier
1;7;41°28',10°14';vase;cote;false;false;NavireCommerce
1;7;41°22',10°8';sable;cote;false;false;Plaisancier
1;7;41°25',10°5';sable;cote;false;false;Plaisancier
3;7;41°33',10°44';sable;plateau;true;false;Dauphin
1;7;41°39',10°11';rocher;cote;false;false;Plaisancier
1;7;41°39',10°11';rocher;cote;false;false;Dauphin
1;7;41°33',10°5';sable;cote;false;false;Plaisancier
1;7;41°33',10°5';sable;cote;false;false;NavireCommerce
2;7;41°25',10°8';sable;cote;false;false;Plaisancier
2;7;41°28',10°14';vase;cote;false;false;NavireCommerce
2;7;41°22',10°8';sable;cote;false;false;Plaisancier
3;7;41°42',10°14';rocher;cote;true;false;Marsouin
3;7;41°39',10°11';rocher;cote;true;false;Plaisancier
3;7;41°39',10°11';rocher;cote;true;false;Dauphin
3;7;41°33',10°5';sable;cote;true;false;Plaisancier
3;7;41°33',10°5';sable;cote;true;false;NavireCommerce
1;8;41°33',10°8';sable;cote;false;false;Plaisancier
1;8;41°30',10°5';sable;cote;false;false;Plaisancier
1;8;41°25',10°11';vase;cote;false;false;FouDeBassan
1;8;41°25',10°5';sable;cote;false;false;Plaisancier
1;8;41°28',10°8';sable;cote;false;false;Plaisancier
1;8;41°36',10°8';rocher;cote;false;false;Plaisancier
3;8;41°33',10°8';sable;cote;true;false;Plaisancier
3;8;41°30',10°5';sable;cote;true;false;Plaisancier
3;8;41°25',10°11';vase;cote;true;false;FouDeBassan
3;8;41°25',10°5';sable;cote;true;false;Plaisancier
2;8;41°33',10°8';sable;cote;true;false;Plaisancier
2;8;41°28',10°8';sable;cote;true;false;Plaisancier
2;8;41°25',10°5';sable;cote;true;false;Plaisancier
3;8;41°28',10°8';sable;cote;true;false;Plaisancier
1;8;41°36',10°14';rocher;cote;false;false;FouDeBassan
2;8;41°30',10°5';sable;cote;true;false;Plaisancier
2;8;41°36',10°8';rocher;cote;true;false;Plaisancier
3;8;41°28',10°20';vase;plateau;true;false;Plaisancier
3;8;41°28',10°20';vase;plateau;true;false;FouDeBassan
1;8;41°28',10°20';vase;plateau;false;false;Plaisancier
1;8;41°28',10°20';vase;plateau;false;false;FouDeBassan
2;8;41°39',10°8';rocher;cote;true;false;Plaisancier
2;8;41°39',10°8';rocher;cote;true;false;Dauphin
3;8;41°25',10°20';vase;plateau;true;false;FouDeBassan
3;8;41°22',10°17';vase;cote;true;false;Plaisancier
2;8;41°42',10°8';rocher;cote;true;false;Plaisancier
2;8;41°36',10°14';rocher;cote;true;false;FouDeBassan
3;8;41°30',10°26';vase;plateau;true;false;FouDeBassan
2;8;41°48',10°11';rocher;cote;true;false;Plaisancier
3;8;41°33',10°29';vase;plateau;true;false;Dauphin
3;8;41°22',10°29';vase;plateau;true;false;FouDeBassan
2;8;41°48',10°8';rocher;cote;true;false;Plaisancier
3;8;41°25',10°41';vase;plateau;true;false;NavireCommerce
2;8;41°54',10°11';rocher;cote;true;false;Plaisancier
2;8;41°51',10°8';rocher;cote;true;false;Plaisancier
3;8;41°25',10°44';sable;plateau;true;false;FouDeBassan
2;8;41°54',10°20';rocher;cote;true;false;FouDeBassan
2;8;41°51',10°26';rocher;plateau;true;false;FouDeBassan
3;8;41°33',10°47';sable;plateau;true;false;FouDeBassan
2;8;41°54',10°26';rocher;plateau;true;false;FouDeBassan
3;8;41°28',11°2';vase;plateau;true;false;FouDeBassan
3;8;41°25',10°59';vase;plateau;true;false;FouDeBassan
3;8;41°25',11°11';vase;plateau;true;false;FouDeBassan
3;8;41°33',11°14';vase;plateau;true;false;Tortue
3;8;41°25',11°20';vase;plateau;true;false;Dauphin
3;8;41°33',11°26';rocher;plateau;true;false;FouDeBassan
3;8;41°25',11°44';vase;plateau;true;false;FouDeBassan
3;8;41°22',11°50';vase;plateau;true;false;FouDeBassan
3;8;41°22',11°50';vase;plateau;true;false;NavireEspagnol
3;8;41°19',11°53';vase;plateau;true;false;FouDeBassan
3;8;41°16',12°2';vase;plateau;true;false;NavireEspagnol
3;8;41°13',11°59';vase;plateau;true;false;FouDeBassan
1;8;41°25',10°20';vase;plateau;false;false;FouDeBassan
1;8;41°22',10°17';vase;cote;false;false;Plaisancier
1;8;41°19',10°14';vase;cote;false;false;Plaisancier
3;8;41°16',12°5';vase;plateau;true;false;FouDeBassan
1;8;41°19',10°11';sable;cote;false;false;Plaisancier
1;8;41°13',10°26';vase;plateau;false;false;FouDeBassan
1;8;41°8',10°20';vase;cote;false;false;FouDeBassan
3;8;41°8',12°14';vase;plateau;true;false;NavireEspagnol
1;8;41°8',10°23';vase;cote;false;false;FouDeBassan
1;8;41°10',10°14';vase;cote;false;false;Plaisancier
2;8;41°36',10°23';vase;plateau;true;false;FouDeBassan
3;8;41°2',12°17';sable;plateau;true;false;NavireEspagnol
3;8;40°59',12°17';sable;plateau;true;false;Dauphin
2;8;41°28',10°20';vase;plateau;true;false;Plaisancier
2;8;41°28',10°20';vase;plateau;true;false;FouDeBassan
2;8;41°25',10°11';vase;cote;true;false;FouDeBassan
2;8;41°25',10°20';vase;plateau;true;false;FouDeBassan
2;8;41°22',10°17';vase;cote;true;false;Plaisancier
2;8;41°19',10°14';vase;cote;true;false;Plaisancier
2;8;41°19',10°11';sable;cote;true;false;Plaisancier
2;8;41°16',10°11';sable;cote;true;false;Plaisancier
1;8;41°5',10°14';sable;cote;false;false;Plaisancier
1;8;41°16',10°11';sable;cote;false;false;Plaisancier
3;8;41°2',12°2';vase;plateau;true;false;FouDeBassan
3;8;41°10',11°50';vase;plateau;true;false;Dauphin
